,id_acidente,codloga,logradouroA,codlogb,logradouroB,alt_num,referencia,data,cod_acid,tipo_acidente,dp,numero_BO,sentido,pista,automovel,moto,onibus,caminhao,bicicleta,moto_taxi,onibus_fretado,onibus_urbano,microonibus,van,vuc,caminhonete,carreta,jipe,outros,sem_informacao,carroca,princ_a,paiA,princ_b,paiB,cod_distrito,distrito,vit_ferida,vit_morta,local,lat,lon,loc/type,loc/coordinates/0,loc/coordinates/1
10594,D061300346,57,"ABILIO SOARES, RUA",NA,,368,,05/06/2013 10:30,2,CH,36,2413, , ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,"ABILIO SOARES, RUA",NA,,92,VILA MARIANA,1,0,"ABILIO SOARES, RUA 368 SAO PAULO SP",-23.5743766,-46.6452268,Point,-46.6452268,-23.5743766
8686,D051300116,17813,"SAO JOAQUIM, RUA CDSSA DE",11818,"LIBERDADE, AV DA",0,,09/05/2013 13:30,2,CF,5,2540, , ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11818,"LIBERDADE, AV DA",17813,"SAO JOAQUIM, RUA CDSSA DE",NA,,1,0,"SAO JOAQUIM, RUA CDSSA DE SAO PAULO SP &  LIBERDADE, AV DA SAO PAULO SP",-23.5586256,-46.6385984,Point,-46.6385984,-23.5586256
4822,D031300131,12165,"LUIS ANTONIO, AV BRIG",NA,,600,,18/03/2013 00:15,2,CO,5,2119, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 600 SAO PAULO SP",-23.5555753,-46.6394416,Point,-46.6394416,-23.5555753
5637,D031300446,57,"ABILIO SOARES, RUA",3274,"BERNARDINO DE CAMPOS, AV",0,,28/03/2013 21:30,4,AT,36,3212, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,"ABILIO SOARES, RUA",3274,"BERNARDINO DE CAMPOS, AV",92,VILA MARIANA,1,0,"ABILIO SOARES, RUA SAO PAULO SP &  BERNARDINO DE CAMPOS, AV SAO PAULO SP",-23.577059,-46.6504268,Point,-46.6504268,-23.577059
11112,D061300342,57,"ABILIO SOARES, RUA",10639,"JOINVILLE, RUA",0,,11/06/2013 19:45,2,CT,36,170,C, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,"ABILIO SOARES, RUA",10639,"JOINVILLE, RUA",53,MOEMA,1,0,"ABILIO SOARES, RUA SAO PAULO SP &  JOINVILLE, RUA SAO PAULO SP",-23.577059,-46.6504268,Point,-46.6504268,-23.577059
6929,D041300436,57,"ABILIO SOARES, RUA",21344,"MARIO KOZEL FILHO, AV SARG",0,,15/04/2013 15:20,2,CT,36,106, , ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57,"ABILIO SOARES, RUA",21344,"MARIO KOZEL FILHO, AV SARG",53,MOEMA,1,0,"ABILIO SOARES, RUA SAO PAULO SP &  MARIO KOZEL FILHO, AV SARG SAO PAULO SP",-23.577059,-46.6504268,Point,-46.6504268,-23.577059
5552,D031300436,57,"ABILIO SOARES, RUA",19271,"TUTOIA, RUA",0,,27/03/2013 20:20,2,CO,36,1406, , ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,"ABILIO SOARES, RUA",19271,"TUTOIA, RUA",53,MOEMA,1,0,"ABILIO SOARES, RUA SAO PAULO SP &  TUTOIA, RUA SAO PAULO SP",-23.577059,-46.6504268,Point,-46.6504268,-23.577059
859,D011300072,5245,"CONSOLACAO, RUA DA",12132,"LUIS, AV S",0,,18/01/2013 07:50,2,CO,4,446, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",19996,"XAVIER DE TOLEDO, RUA CEL",67,REPUBLICA,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  LUIS, AV S SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
6774,D041300106,5245,"CONSOLACAO, RUA DA",1497,"ANTONIA DE QUEIROS, RUA DONA",0,,13/04/2013 01:07,2,CH,4,2959, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,"ANTONIA DE QUEIROS, RUA DONA",5245,"CONSOLACAO, RUA DA",26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  ANTONIA DE QUEIROS, RUA DONA SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
6834,D041300104,5245,"CONSOLACAO, RUA DA",1497,"ANTONIA DE QUEIROS, RUA DONA",0,,14/04/2013 01:00,4,AT,4,2922, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1497,"ANTONIA DE QUEIROS, RUA DONA",5245,"CONSOLACAO, RUA DA",26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  ANTONIA DE QUEIROS, RUA DONA SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
5465,D031300096,5245,"CONSOLACAO, RUA DA",12132,"LUIS, AV S",0,,26/03/2013 17:29,4,AT,4,2264, , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",19996,"XAVIER DE TOLEDO, RUA CEL",67,REPUBLICA,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  LUIS, AV S SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
5768,D031300075,5245,"CONSOLACAO, RUA DA",12132,"LUIS, AV S",0,,31/03/2013 14:45,2,CO,3,2515, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",19996,"XAVIER DE TOLEDO, RUA CEL",67,REPUBLICA,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  LUIS, AV S SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
7172,D041300115,5245,"CONSOLACAO, RUA DA",15468,"PARANAGUA, RUA MARQ DE",0,,18/04/2013 23:27,2,CH,4,3128, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",15468,"PARANAGUA, RUA MARQ DE",26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  PARANAGUA, RUA MARQ DE SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
6719,D041300098,5245,"CONSOLACAO, RUA DA",18040,"SERGIPE, RUA",0,,12/04/2013 11:10,2,CT,4,2697, , ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",18040,"SERGIPE, RUA",26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  SERGIPE, RUA SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
3610,D031300084,5245,"CONSOLACAO, RUA DA",9276,"IPIRANGA, AV",0,,02/03/2013 13:31,2,CO,4,1592, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9276,"IPIRANGA, AV",18804,"TEODORO BAIMA, RUA DR",NA,,2,0,"CONSOLACAO, RUA DA SAO PAULO SP &  IPIRANGA, AV SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
4710,D031300089,5245,"CONSOLACAO, RUA DA",15656,"PAULISTA, AV",0,,16/03/2013 08:00,2,CT,4,1995, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",15656,"PAULISTA, AV",26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  PAULISTA, AV SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
8639,D051300065,5245,"CONSOLACAO, RUA DA",12132,"LUIS, AV S",0,,08/05/2013 21:52,4,AT,3,2719, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",19996,"XAVIER DE TOLEDO, RUA CEL",67,REPUBLICA,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  LUIS, AV S SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
6060,D041300095,5245,"CONSOLACAO, RUA DA",7026,"FERNANDO DE ALBUQUERQUE, RUA",0,,04/04/2013 01:57,2,CO,4,2613, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",7026,"FERNANDO DE ALBUQUERQUE, RUA",26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  FERNANDO DE ALBUQUERQUE, RUA SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
1704,D021300055,5245,"CONSOLACAO, RUA DA",15656,"PAULISTA, AV",0,,01/02/2013 12:10,2,CO,4,835, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",15656,"PAULISTA, AV",26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  PAULISTA, AV SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
12202,D061300082,5245,"CONSOLACAO, RUA DA",18040,"SERGIPE, RUA",0,,27/06/2013 15:50,2,CO,4,4444,B, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",18040,"SERGIPE, RUA",26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  SERGIPE, RUA SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
11007,D061300076,5245,"CONSOLACAO, RUA DA",18040,"SERGIPE, RUA",0,,10/06/2013 10:50,2,CO,4,4039,C, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",18040,"SERGIPE, RUA",26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  SERGIPE, RUA SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
7255,D041300116,5245,"CONSOLACAO, RUA DA",13632,"MARTINS FONTES, RUA",0,,20/04/2013 04:00,2,CO,4,3167, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5245,"CONSOLACAO, RUA DA",19996,"XAVIER DE TOLEDO, RUA CEL",67,REPUBLICA,1,0,"CONSOLACAO, RUA DA SAO PAULO SP &  MARTINS FONTES, RUA SAO PAULO SP",-23.5471579,-46.6469857,Point,-46.6469857,-23.5471579
5199,D031300587,16919,"REBOUCAS, AV",NA,,1278,,22/03/2013 20:10,4,AT,14,2730, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919,"REBOUCAS, AV",NA,,44,JARDIM PAULISTA,1,0,"REBOUCAS, AV 1278 SAO PAULO SP",-23.5618473,-46.6745554,Point,-46.6745554,-23.5618473
4948,D031300090,5245,"CONSOLACAO, RUA DA",NA,,542,,19/03/2013 15:57,2,CO,4,2069, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",NA,,26,CONSOLACAO,2,0,"CONSOLACAO, RUA DA 542 SAO PAULO SP",-23.5471357,-46.646965,Point,-46.646965,-23.5471357
9375,D051300265,5743,"DAVID CAMPISTA, RUA DR",19544,"VENEZA, RUA",0,,18/05/2013 17:35,2,CO,78,4213, , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5743,"DAVID CAMPISTA, RUA DR",19544,"VENEZA, RUA",44,JARDIM PAULISTA,2,0,"DAVID CAMPISTA, RUA DR SAO PAULO SP &  VENEZA, RUA SAO PAULO SP",-23.5770164,-46.6627992,Point,-46.6627992,-23.5770164
11040,D061300085,14804,"NOVE DE JULHO, AV",NA,,451,,10/06/2013 20:05,2,QM,4,5028, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,1,0,"NOVE DE JULHO, AV 451 SAO PAULO SP",-23.5501486,-46.6428412,Point,-46.6428412,-23.5501486
280,D011300059,16957,"REGO FREITAS, RUA",5245,"CONSOLACAO, RUA DA",0,,08/01/2013 06:40,2,CO,4,161, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",16957,"REGO FREITAS, RUA",67,REPUBLICA,2,0,"REGO FREITAS, RUA SAO PAULO SP &  CONSOLACAO, RUA DA SAO PAULO SP",-23.5470938,-46.6467086,Point,-46.6467086,-23.5470938
5085,D031300619,14804,"NOVE DE JULHO, AV",NA,,4300,,21/03/2013 12:50,2,CO,15,2348, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,1,0,"NOVE DE JULHO, AV 4300 SAO PAULO SP",-23.5744373,-46.6679959,Point,-46.6679959,-23.5744373
7546,D041301297,15445,"PARAISO, RUA DO",NA,,37,,23/04/2013 22:30,2,CH,73,4248, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15445,"PARAISO, RUA DO",NA,,2,ALTO DE PINHEIR,1,0,"PARAISO, RUA DO 37 SAO PAULO SP",-23.5725236,-46.6425781,Point,-46.6425781,-23.5725236
8504,D051300110,19583,"VERGUEIRO, RUA",NA,,735,,07/05/2013 09:50,4,AT,5,2444,C, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19583,"VERGUEIRO, RUA",NA,,33,IPIRANGA,1,0,"VERGUEIRO, RUA 735 SAO PAULO SP",-23.5685735,-46.6397393,Point,-46.6397393,-23.5685735
617,D011300005,9758,"JACAREI, VD",NA,,10,,13/01/2013 10:44,4,AT,1,309,C, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9758,"JACAREI, VD",NA,,67,REPUBLICA,1,0,"JACAREI, VD 10 SAO PAULO SP",-23.5511095,-46.6417558,Point,-46.6417558,-23.5511095
8530,D051300562,16919,"REBOUCAS, AV",NA,,1394,,07/05/2013 15:40,2,CO,14,4547, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919,"REBOUCAS, AV",NA,,44,JARDIM PAULISTA,1,0,"REBOUCAS, AV 1394 SAO PAULO SP",-23.5620578,-46.6748247,Point,-46.6748247,-23.5620578
8284,D051300249,989,"AMARAL GURGEL, RUA",NA,,97,,04/05/2013 12:30,4,AT,77,2608, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,"AMARAL GURGEL, RUA",NA,,67,REPUBLICA,1,0,"AMARAL GURGEL, RUA 97 SAO PAULO SP",-23.5464436,-46.6476436,Point,-46.6476436,-23.5464436
6463,D041300133,13619,"MARTINIANO DE CARVALHO, RUA",10342,"JOAO JULIAO, RUA",0,,08/04/2013 23:56,4,AT,5,2812, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,"AMADEU AMARAL, PCA",19154,"TREZE DE MAIO, RUA",7,BELA VISTA,1,0,"MARTINIANO DE CARVALHO, RUA SAO PAULO SP &  JOAO JULIAO, RUA SAO PAULO SP",-23.5689849,-46.6398198,Point,-46.6398198,-23.5689849
2267,D021300088,18340,"SIQUEIRA CAMPOS, RUA DR",NA,,100,,09/02/2013 18:51,2,CO,5,1078, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18340,"SIQUEIRA CAMPOS, RUA DR",NA,,2,ALTO DE PINHEIR,1,0,"SIQUEIRA CAMPOS, RUA DR 100 SAO PAULO SP",-23.5634575,-46.6379573,Point,-46.6379573,-23.5634575
6733,D041300274,989,"AMARAL GURGEL, RUA",NA,,480,,12/04/2013 14:15,2,CT,77,2711, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,"AMARAL GURGEL, RUA",NA,,67,REPUBLICA,1,0,"AMARAL GURGEL, RUA 480 SAO PAULO SP",-23.5461285,-46.6481332,Point,-46.6481332,-23.5461285
6078,D041300092,5245,"CONSOLACAO, RUA DA",NA,,360,,04/04/2013 09:50,2,CO,4,2491, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",NA,,26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA 360 SAO PAULO SP",-23.5473315,-46.6458784,Point,-46.6458784,-23.5473315
533,D011300064,5245,"CONSOLACAO, RUA DA",NA,,120,,12/01/2013 00:45,2,CO,4,282, , ,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",NA,,26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA 120 SAO PAULO SP",-23.5473315,-46.6458784,Point,-46.6458784,-23.5473315
5529,D031300102,1356,"ANGELICA, AV",NA,,1313,,27/03/2013 16:00,2,CO,4,2425, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,"ANGELICA, AV",NA,,70,SANTA CECILIA,1,0,"ANGELICA, AV 1313 SAO PAULO SP",-23.5443072,-46.656973,Point,-46.656973,-23.5443072
7776,D041300144,12165,"LUIS ANTONIO, AV BRIG",NA,,499,,27/04/2013 00:30,2,CL,5,3400, , ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 499 SAO PAULO SP",-23.5549975,-46.6389622,Point,-46.6389622,-23.5549975
6159,D041300588,18278,"SILVIO SACRAMENTO, RUA",NA,,270,,05/04/2013 07:37,4,AT,14,3219, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18278,"SILVIO SACRAMENTO, RUA",NA,,20,CARRAO,1,0,"SILVIO SACRAMENTO, RUA 270 SAO PAULO SP",-23.5550987,-46.6738945,Point,-46.6738945,-23.5550987
6737,D041300628,14804,"NOVE DE JULHO, AV",NA,,4346,,12/04/2013 15:30,2,CL,15,1825, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,1,0,"NOVE DE JULHO, AV 4346 SAO PAULO SP",-23.5747354,-46.6683419,Point,-46.6683419,-23.5747354
9847,D051300616,14804,"NOVE DE JULHO, AV",NA,,4341,,24/05/2013 21:30,2,CH,15,5275, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,1,0,"NOVE DE JULHO, AV 4341 SAO PAULO SP",-23.5749374,-46.6680798,Point,-46.6680798,-23.5749374
8150,D051300084,4828,"CESARIO MOTA JUNIOR, RUA DR",NA,,415,,02/05/2013 16:41,2,SI,4,3171, , ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4828,"CESARIO MOTA JUNIOR, RUA DR",NA,,26,CONSOLACAO,1,0,"CESARIO MOTA JUNIOR, RUA DR 415 SAO PAULO SP",-23.5455088,-46.6489399,Point,-46.6489399,-23.5455088
9207,D051300252,989,"AMARAL GURGEL, RUA",NA,,452,,16/05/2013 09:41,2,CH,77,2891, , ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,989,"AMARAL GURGEL, RUA",NA,,67,REPUBLICA,1,0,"AMARAL GURGEL, RUA 452 SAO PAULO SP",-23.5458531,-46.6480811,Point,-46.6480811,-23.5458531
8779,D051300002,9758,"JACAREI, VD",1521,"ANTONIO, RUA STO",0,,10/05/2013 16:45,2,CO,1,2554, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,"ANTONIO, RUA STO",9758,"JACAREI, VD",67,REPUBLICA,1,0,"JACAREI, VD SAO PAULO SP &  ANTONIO, RUA STO SAO PAULO SP",-23.5508852,-46.6413507,Point,-46.6413507,-23.5508852
9215,D051302277,18813,"TEODORO SAMPAIO, RUA",NA,,363,,16/05/2013 11:41,4,AT,14,4910, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18813,"TEODORO SAMPAIO, RUA",NA,,20,CARRAO,0,1,"TEODORO SAMPAIO, RUA 363 SAO PAULO SP",-23.5558049,-46.6743284,Point,-46.6743284,-23.5558049
8000,D041300262,8771,"HIGIENOPOLIS, AV",NA,,360,,30/04/2013 14:30,2,CO,77,1777, , ,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8771,"HIGIENOPOLIS, AV",NA,,26,CONSOLACAO,1,0,"HIGIENOPOLIS, AV 360 SAO PAULO SP",-23.5440428,-46.65525,Point,-46.65525,-23.5440428
3225,D021300358,19583,"VERGUEIRO, RUA",NA,,900,,24/02/2013 22:42,2,CO,95,1654, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19583,"VERGUEIRO, RUA",NA,,33,IPIRANGA,1,0,"VERGUEIRO, RUA 900 SAO PAULO SP",-23.5699761,-46.639899,Point,-46.639899,-23.5699761
11258,D061300002,11818,"LIBERDADE, AV DA",NA,,720,,13/06/2013 18:00,2,CL,1,3119, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11818,"LIBERDADE, AV DA",NA,,49,LIBERDADE,1,0,"LIBERDADE, AV DA 720 SAO PAULO SP",-23.5589836,-46.637592,Point,-46.637592,-23.5589836
11397,D061300109,3274,"BERNARDINO DE CAMPOS, AV",NA,,250,,15/06/2013 14:00,2,CO,5,5238, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274,"BERNARDINO DE CAMPOS, AV",NA,,92,VILA MARIANA,1,0,"BERNARDINO DE CAMPOS, AV 250 SAO PAULO SP",-23.5733775,-46.6425873,Point,-46.6425873,-23.5733775
7001,D041300295,10423,"JOAO PINHEIRO, RUA DR",NA,,67,,16/04/2013 16:11,4,AT,78,3245, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10423,"JOAO PINHEIRO, RUA DR",NA,,44,JARDIM PAULISTA,1,0,"JOAO PINHEIRO, RUA DR 67 SAO PAULO SP",-23.5782356,-46.6613067,Point,-46.6613067,-23.5782356
11039,D061300086,13632,"MARTINS FONTES, RUA",NA,,71,,10/06/2013 19:40,2,QD,4,5033, , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13632,"MARTINS FONTES, RUA",NA,,67,REPUBLICA,1,0,"MARTINS FONTES, RUA 71 SAO PAULO SP",-23.5485451,-46.6434703,Point,-46.6434703,-23.5485451
284,D011300060,19721,"VILABOIM, PCA",NA,,41,,08/01/2013 07:00,2,CO,4,163, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19721,"VILABOIM, PCA",NA,,7,BELA VISTA,1,0,"VILABOIM, PCA 41 SAO PAULO SP",-23.5443772,-46.6608859,Point,-46.6608859,-23.5443772
9308,D051300600,5569,"CUBA, RUA",13620,"MARTINICA, RUA",0,,17/05/2013 14:30,2,CO,15,4174, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5569,"CUBA, RUA",13620,"MARTINICA, RUA",44,JARDIM PAULISTA,1,0,"CUBA, RUA SAO PAULO SP &  MARTINICA, RUA SAO PAULO SP",-23.5745029,-46.669107,Point,-46.669107,-23.5745029
5918,D041300273,18102,"SERTORIO, RUA MAJ",989,"AMARAL GURGEL, RUA",0,,02/04/2013 08:42,2,CO,77,2416, , ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,989,"AMARAL GURGEL, RUA",18102,"SERTORIO, RUA MAJ",NA,,1,0,"SERTORIO, RUA MAJ SAO PAULO SP &  AMARAL GURGEL, RUA SAO PAULO SP",-23.5454026,-46.6484665,Point,-46.6484665,-23.5454026
1147,D011300079,19721,"VILABOIM, PCA",NA,,36,,22/01/2013 14:00,4,AT,4,565, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19721,"VILABOIM, PCA",NA,,7,BELA VISTA,2,0,"VILABOIM, PCA 36 SAO PAULO SP",-23.5443166,-46.6608965,Point,-46.6608965,-23.5443166
11196,D061300107,12165,"LUIS ANTONIO, AV BRIG",NA,,456,,13/06/2013 00:19,2,CO,5,5118, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 456 SAO PAULO SP",-23.5543634,-46.6387788,Point,-46.6387788,-23.5543634
7023,D041300290,8250,"GUADELUPE, RUA",19547,"VENEZUELA, RUA",0,,16/04/2013 20:28,4,AT,78,3075, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8250,"GUADELUPE, RUA",19547,"VENEZUELA, RUA",NA,,1,0,"GUADELUPE, RUA SAO PAULO SP &  VENEZUELA, RUA SAO PAULO SP",-23.566687,-46.6748005,Point,-46.6748005,-23.566687
9315,D051300577,18813,"TEODORO SAMPAIO, RUA",NA,,415,,17/05/2013 17:54,4,AT,14,5167, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18813,"TEODORO SAMPAIO, RUA",NA,,20,CARRAO,1,0,"TEODORO SAMPAIO, RUA 415 SAO PAULO SP",-23.5559596,-46.6747955,Point,-46.6747955,-23.5559596
8120,D051300107,14804,"NOVE DE JULHO, AV",NA,,175,,02/05/2013 10:00,4,AT,5,2365, , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,1,0,"NOVE DE JULHO, AV 175 SAO PAULO SP",-23.5489815,-46.6425601,Point,-46.6425601,-23.5489815
12120,D061300099,1845,"ANTONIO PRUDENTE, RUA PROF",NA,,210,,26/06/2013 09:30,2,CO,5,3331, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,"ANTONIO PRUDENTE, RUA PROF",NA,,49,LIBERDADE,1,0,"ANTONIO PRUDENTE, RUA PROF 210 SAO PAULO SP",-23.5659064,-46.6375768,Point,-46.6375768,-23.5659064
9202,D051300015,11818,"LIBERDADE, AV DA",NA,,622,,16/05/2013 08:40,2,CO,1,3979, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11818,"LIBERDADE, AV DA",NA,,49,LIBERDADE,1,0,"LIBERDADE, AV DA 622 SAO PAULO SP",-23.5581955,-46.637157,Point,-46.637157,-23.5581955
1742,D021300462,16161,"PERU, RUA",5175,"COLOMBIA, RUA",0,,01/02/2013 20:08,2,CO,15,1015,B, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5175,"COLOMBIA, RUA",16161,"PERU, RUA",44,JARDIM PAULISTA,1,0,"PERU, RUA SAO PAULO SP &  COLOMBIA, RUA SAO PAULO SP",-23.5705766,-46.6732164,Point,-46.6732164,-23.5705766
